Timestep,Name,Status,HeathyPercentage,RecoveredPercentage,DeathPercentage,InfectedPercentage,SusceptiblePercentage,TransRate,DeathRate,RecovRate,SuspeTime
5,Bob,Infected,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Carl,Recovered,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Yale,Susceptible,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Xcode,Healthy,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Zoo,Healthy,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Dave,Healthy,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Eason,Healthy,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
5,Fool,Healthy,1.0,0.2,0.2,0.2,0.2,0.5,0.1,0.1,2
6,Amy,Died,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Bob,Infected,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Carl,Recovered,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Yale,Infected,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Xcode,Healthy,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Zoo,Susceptible,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Dave,Healthy,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Eason,Healthy,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
6,Fool,Healthy,0.8,0.2,0.2,0.4,0.2,0.5,0.1,0.1,2
7,Amy,Died,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Bob,Infected,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Carl,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Yale,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Xcode,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Zoo,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Dave,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Eason,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
7,Fool,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Amy,Died,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Bob,Infected,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Carl,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Yale,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Xcode,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Zoo,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Dave,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Eason,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
8,Fool,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Amy,Died,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Bob,Infected,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Carl,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Yale,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Xcode,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Zoo,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Dave,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Eason,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
9,Fool,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Amy,Died,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Bob,Infected,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Carl,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Yale,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Xcode,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Zoo,Recovered,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Dave,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Eason,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
10,Fool,Healthy,0.8,0.6,0.2,0.2,0.0,0.5,0.1,0.1,2
